date,fund_name,amc,category,expense_ratio,nav,monthly_return
2016-06-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,70.4228,-0.027491
2016-07-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,72.8429,0.034366
2016-08-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,71.7735,-0.014681
2016-09-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,73.3428,0.021865
2016-10-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,71.1499,-0.029899
2016-11-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,73.5958,0.034376
2016-12-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,74.2767,0.009251
2017-01-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,75.0709,0.010693
2017-02-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,75.8192,0.009968
2017-03-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,78.5884,0.036523
2017-04-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,82.1905,0.045835
2017-05-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,83.4786,0.015673
2017-06-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,83.4839,6.3e-05
2017-07-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,91.2813,0.0934
2017-08-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,90.4304,-0.009321
2017-09-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,90.5844,0.001703
2017-10-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,91.527,0.010405
2017-11-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,95.9082,0.047868
2017-12-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,101.1686,0.054848
2018-01-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,100.9592,-0.00207
2018-02-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,100.7089,-0.002479
2018-03-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,100.4607,-0.002465
2018-04-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,105.0177,0.045361
2018-05-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,109.2592,0.040389
2018-06-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,111.0062,0.01599
2018-07-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,110.0472,-0.008639
2018-08-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,114.2052,0.037783
2018-09-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,114.6909,0.004253
2018-10-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,117.8769,0.02778
2018-11-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,126.285,0.071329
2018-12-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,129.9161,0.028753
2019-01-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,135.5937,0.043702
2019-02-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,137.7264,0.015729
2019-03-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,142.1626,0.03221
2019-04-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,153.4336,0.079282
2019-05-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,145.5903,-0.051119
2019-06-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,144.0505,-0.010576
2019-07-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,143.9428,-0.000748
2019-08-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,140.1314,-0.026479
2019-09-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,138.5777,-0.011087
2019-10-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,145.2831,0.048387
2019-11-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,142.458,-0.019445
2019-12-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,144.4435,0.013937
2020-01-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,135.9522,-0.058786
2020-02-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,124.2724,-0.085911
2020-03-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,95.0772,-0.234929
2020-04-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,109.1578,0.148097
2020-05-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,118.7673,0.088033
2020-06-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,127.984,0.077603
2020-07-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,128.7735,0.006168
2020-08-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,127.4101,-0.010587
2020-09-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,132.3679,0.038912
2020-10-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,131.3059,-0.008024
2020-11-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,127.0599,-0.032336
2020-12-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,122.6535,-0.03468
2021-01-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,116.8689,-0.047162
2021-02-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,120.1173,0.027795
2021-03-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,125.9715,0.048738
2021-04-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,127.3202,0.010706
2021-05-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,126.8179,-0.003945
2021-06-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,125.3884,-0.011272
2021-07-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,132.3242,0.055314
2021-08-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,135.9299,0.027249
2021-09-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,141.6626,0.042174
2021-10-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,142.957,0.009137
2021-11-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,142.1899,-0.005366
2021-12-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,140.2348,-0.01375
2022-01-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,132.9108,-0.052227
2022-02-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,126.2833,-0.049864
2022-03-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,120.5327,-0.045537
2022-04-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,122.5893,0.017062
2022-05-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,125.448,0.023319
2022-06-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,136.2785,0.086335
2022-07-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,138.189,0.014019
2022-08-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,137.3686,-0.005937
2022-09-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,138.6404,0.009258
2022-10-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,135.6747,-0.021391
2022-11-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,126.4003,-0.068358
2022-12-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,121.0047,-0.042686
2023-01-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,117.7088,-0.027238
2023-02-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,115.8542,-0.015756
2023-03-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,120.7,0.041826
2023-04-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,119.0398,-0.013754
2023-05-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,116.9613,-0.017461
2023-06-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,122.7389,0.049397
2023-07-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,121.5819,-0.009426
2023-08-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,127.4141,0.047969
2023-09-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,125.8612,-0.012188
2023-10-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,125.3694,-0.003907
2023-11-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,119.2956,-0.048448
2023-12-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,119.395,0.000833
2024-01-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,121.3964,0.016763
2024-02-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,113.3058,-0.066646
2024-03-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,116.413,0.027423
2024-04-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,118.968,0.021947
2024-05-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,116.3118,-0.022327
2024-06-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,111.5927,-0.040572
2024-07-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,113.5369,0.017422
2024-08-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,115.5257,0.017517
2024-09-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,118.8828,0.029059
2024-10-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,123.6069,0.039738
2024-11-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,130.2729,0.053928
2024-12-01,Franklin India Prima Fund,Franklin Templeton MF,Mid Cap,0.76,131.0586,0.006031
2015-01-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,48.0,0.017538
2015-02-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,46.81,-0.024793
2015-03-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,48.9521,0.045762
2015-04-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,50.7945,0.037637
2015-05-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,47.1566,-0.07162
2015-06-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,46.9553,-0.004268
2015-07-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,47.3742,0.008922
2015-08-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,47.085,-0.006105
2015-09-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,47.6229,0.011425
2015-10-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,46.8236,-0.016784
2015-11-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,48.8729,0.043765
2015-12-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,50.498,0.033252
2016-01-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,51.3597,0.017064
2016-02-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,53.1762,0.035369
2016-03-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,53.1479,-0.000533
2016-04-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,52.387,-0.014316
2016-05-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,52.8728,0.009273
2016-06-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,50.9229,-0.03688
2016-07-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,52.805,0.036961
2016-08-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,53.2332,0.008108
2016-09-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,53.6339,0.007528
2016-10-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,53.5268,-0.001998
2016-11-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,55.8909,0.044167
2016-12-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,55.191,-0.012523
2017-01-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,55.3535,0.002945
2017-02-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,55.5547,0.003635
2017-03-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,56.3371,0.014082
2017-04-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,58.5047,0.038477
2017-05-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,59.2625,0.012953
2017-06-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,61.1439,0.031746
2017-07-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,66.1188,0.081364
2017-08-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,65.181,-0.014184
2017-09-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,64.3857,-0.012201
2017-10-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,63.7056,-0.010562
2017-11-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,66.117,0.037851
2017-12-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,68.5096,0.036188
2018-01-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,68.4027,-0.001561
2018-02-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,66.3349,-0.03023
2018-03-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,66.0627,-0.004104
2018-04-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,68.5326,0.037387
2018-05-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,70.5995,0.03016
2018-06-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,71.4666,0.012281
2018-07-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,70.4806,-0.013796
2018-08-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,71.5742,0.015516
2018-09-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,72.7757,0.016786
2018-10-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,72.5603,-0.002959
2018-11-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,75.6322,0.042336
2018-12-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,76.5784,0.012511
2019-01-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,79.574,0.039118
2019-02-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,80.8512,0.016051
2019-03-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,81.4242,0.007086
2019-04-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,83.6915,0.027846
2019-05-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,80.2304,-0.041355
2019-06-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,80.2642,0.000422
2019-07-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,79.1152,-0.014316
2019-08-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,77.858,-0.015891
2019-09-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,77.4727,-0.00495
2019-10-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,80.2946,0.036425
2019-11-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,79.1949,-0.013695
2019-12-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,83.7083,0.05699
2020-01-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,79.7216,-0.047625
2020-02-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,75.1905,-0.056837
2020-03-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,59.7049,-0.205951
2020-04-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,65.612,0.098937
2020-05-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,69.6243,0.061153
2020-06-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,75.3767,0.082619
2020-07-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,76.8582,0.019655
2020-08-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,76.4081,-0.005856
2020-09-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,78.4337,0.02651
2020-10-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,79.2589,0.010522
2020-11-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,76.0739,-0.040185
2020-12-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,74.2794,-0.023589
2021-01-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,72.8129,-0.019742
2021-02-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,73.9792,0.016017
2021-03-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,75.37,0.0188
2021-04-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,77.5642,0.029112
2021-05-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,78.5532,0.012752
2021-06-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,80.4887,0.024638
2021-07-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,82.7852,0.028533
2021-08-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,81.6286,-0.013971
2021-09-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,82.6662,0.012711
2021-10-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,82.5564,-0.001328
2021-11-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,82.9945,0.005307
2021-12-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,81.7859,-0.014563
2022-01-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,79.5098,-0.02783
2022-02-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,75.4434,-0.051144
2022-03-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,70.6418,-0.063646
2022-04-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,70.0589,-0.008251
2022-05-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,71.5927,0.021892
2022-06-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,75.3742,0.052819
2022-07-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,77.2567,0.024975
2022-08-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,76.7086,-0.007094
2022-09-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,76.5737,-0.001759
2022-10-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,76.5947,0.000275
2022-11-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,73.7865,-0.036663
2022-12-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,71.2813,-0.033952
2023-01-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,68.6567,-0.03682
2023-02-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,67.7492,-0.013219
2023-03-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,68.6495,0.01329
2023-04-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,66.8368,-0.026406
2023-05-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,66.6608,-0.002633
2023-06-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,70.3835,0.055844
2023-07-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,70.0757,-0.004372
2023-08-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,72.3411,0.032327
2023-09-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,71.0676,-0.017605
2023-10-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,70.9904,-0.001086
2023-11-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,69.6967,-0.018223
2023-12-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,69.7129,0.000232
2024-01-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,70.9408,0.017614
2024-02-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,68.6913,-0.031709
2024-03-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,71.1885,0.036353
2024-04-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,72.4225,0.017334
2024-05-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,72.4627,0.000556
2024-06-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,69.9555,-0.0346
2024-07-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,71.2635,0.018698
2024-08-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,71.4248,0.002264
2024-09-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,72.2571,0.011654
2024-10-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,75.8251,0.049379
2024-11-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,80.9299,0.067323
2024-12-01,UTI Flexi Cap Fund,UTI Mutual Fund,Flexi Cap,0.81,81.9152,0.012175
2015-01-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,10.0,0.059726
2015-02-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,9.8453,-0.015467
2015-03-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,10.102,0.026075
2015-04-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,10.7905,0.068146
2015-05-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,10.2883,-0.046539
2015-06-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,10.0762,-0.02061
2015-07-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,10.1547,0.007789
2015-08-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,10.3426,0.018504
2015-09-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,10.368,0.002456
2015-10-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,10.321,-0.004539
2015-11-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,11.2974,0.094608
2015-12-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,11.6029,0.027039
2016-01-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,11.7096,0.009198
2016-02-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,12.4603,0.064109
2016-03-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,13.2487,0.063273
2016-04-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,13.9271,0.051204
2016-05-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,14.5025,0.041319
2016-06-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,14.1725,-0.022756
2016-07-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,14.8614,0.048607
2016-08-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,14.4467,-0.027904
2016-09-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,14.55,0.007151
2016-10-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,14.4,-0.010307
2016-11-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,15.7903,0.096542
2016-12-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,15.2029,-0.037199
2017-01-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,15.1278,-0.004938
2017-02-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,15.2011,0.004848
2017-03-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,15.3488,0.009716
2017-04-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,16.2286,0.057317
2017-05-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,16.8081,0.035711
2017-06-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,17.5811,0.045989
2017-07-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,19.36,0.101182
2017-08-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,19.1691,-0.009857
2017-09-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,18.3524,-0.042609
2017-10-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,18.2749,-0.004222
2017-11-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,19.4304,0.063228
2017-12-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,20.8916,0.075207
2018-01-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,20.7215,-0.008144
2018-02-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,19.995,-0.035062
2018-03-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,19.0363,-0.047948
2018-04-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,19.737,0.036808
2018-05-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,21.2493,0.076628
2018-06-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,22.3479,0.051699
2018-07-01,SBI Small Cap Fund,SBI Mutual Fund,Small Cap,0.63,21.7027,-0.028872
